"CODIGO__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NIVEL_RIESGO__C","NOMBRE_LARGO__C","OWNERID","SYSTEMMODSTAMP"
"DES396","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","COP","a8d220000000klRAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:03.000Z","","","Destilacion  rectificacion y mezcla de bebidas alcoholicas  incluye la mezcla de","3.0","Destilacion  rectificacion y mezcla de bebidas alcoholicas  incluye la mezcla de bebidas  alcoholicas  destiladas    la  produccion   o  elaboracion   de  bebidas alcoholicas destiladas como whisky  conac  ginebra  aguardientes y/o licores","00522000004MjvzAAC","2022-12-12T01:05:03.000Z"
"ACT111","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiVAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de hospitales y clinicas  con internacion  comprende las actividades","3.0","Actividades de hospitales y clinicas  con internacion  comprende las actividades que consisten principalmente en laboratorio clinico  endoscopia  patologia etc  cuando se prestan a pacientes internos La atencion de pacientes internos  que se  realiza  bajo  la  supervision  directa  de  medicos  y  abarca:  la  atencion odontologica   a   pacientes   internos   en   hospitales   cuando   se   presta   por profesionales vinculados a la institucion de internacion, el servicio de personal medico general y especializado y paramedico en: servicio de complementacion terapeutica:  rehabilitacion  (por  terapistas)   optometria   psicologia   nutricion  fonoaudiologia   etc   cuando  se  prestan  a  pacientes  internos,  servicios  de urgencias Servicios de quirofanos  servicios de farmacia  servicios de comida a pacientes  internos  y  otros  servicios  hospitalarios,  servicios  de  centros  de planificacion   familiar   que   proporcionan   tratamiento   medico   tales   como esterilizacion e interrupcion del embarazo  cuando se realizan con internacion","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT104","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiSAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de espectaculos musicales en vivo  incluye la produccion para el pub","3.0","Actividades de espectaculos musicales en vivo  incluye la produccion para el publico en general de conciertos  para una o mas funciones  las actividades pueden ser realizadas por orquestas y bandas  pero tambien pueden consistir en funciones de musicos  autores  interpretes  entre otros, Las actividades conexas  como las de manejo de escenografia  telones de fondo  equipo de iluminacion y de sonido, La gestion de las salas de conciertos  teatro   y otras instalaciones similares,  Las  actividades  de   productores  o  empresarios  de  eventos  o espectaculos artisticos en vivo  aporten ellos o no  las instalaciones","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT109","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiTAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de grabacion de sonido y edicion de musica  incluye la produccion de","2.0","Actividades de grabacion de sonido y edicion de musica  incluye la produccion de programas de radio y de television  Las actividades de servicio de grabacion de sonido en estudio o en otros lugares y grabacion de libros en cinta  incluida la produccion de programas de radio pregrabados (es decir  no en directo)  bandas sonoras de peliculas cinematograficas  grabaciones de sonido para programas de television  entre otras.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT110","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiUAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de grabacion de sonido y edicion de musica  se incluyen la produccio","3.0","Actividades de grabacion de sonido y edicion de musica  se incluyen la produccion de  grabaciones  matrices  originales  de  musica  o  sonido   tales  como  cintas magnetofonicas  discos compactos","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT112","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiWAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de impresion  incluye la impresion directa de avisos sobre productos","2.0","Actividades de impresion  incluye la impresion directa de avisos sobre productos de madera  plastico  metal  papel  vidrio y ceramica","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT113","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiXAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de impresion  incluye la impresion directa sobre textiles y prendas","4.0","Actividades de impresion  incluye la impresion directa sobre textiles y prendas de vestir por impresion serigrafica u otras tecnicas de impresion similares.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT114","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiYAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de impresion  incluye la impresion litografica de envases  empaques","4.0","Actividades de impresion  incluye la impresion litografica de envases  empaques y embalajes, la impresion en etiquetas o marbetes (por impresion litografica  fotograbado  flexografica  entre otros)  realizada a cambio de una retribucion o por contrata.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT115","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiZAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de juegos de azar y apuestas  incluye las actividades de organizacio","1.0","Actividades de juegos de azar y apuestas  incluye las actividades de organizacion y prestacion de los servicios de juegos de azar y apuestas  incluidos los servicios conexos  de  distribucion:  venta  de  billetes  de  loteria  o  de  rifas   apuestas permanentes o chance  funcionamiento (explotacion) de maquinas de juegos de azar accionados en moneda  apuestas  sobre carreras de caballos en el propio hipodromo y otros servicios de apuestas  apuestas en lineas  bingos, La operacion de casinos  incluyendo Â«casinos flotantesÂ», el funcionamiento de sitios web de juegos de azar virtuales, El funcionamiento de loteria impresa  loteria instantanea y loteria en linea, El funcionamiento (explotacion) de juegos localizados tales como bingos  video bingos y esferodromos, La venta de boletas para rifas","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT116","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kiaAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de la practica medica  sin internacion  incluye consulta y tratamien","2.0","Actividades de la practica medica  sin internacion  incluye consulta y tratamiento medico general y especializado realizada por medicos generales  especialistas y cirujanos,  los  servicios  de  consulta  medica  a  pacientes  internos  ejercida  por medicos no vinculados a la institucion de internacion","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT123","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kibAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de las agencias de viaje  incluye agencias de viajes  principalmente","1.0","Actividades de las agencias de viaje  incluye agencias de viajes  principalmente encargadas de la venta de viajes  paquetes turisticos, transporte y servicios de alojamiento  al  por  mayor  o  al  por  menor  al  publico  en  general  y  a  clientes comerciales","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT124","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kicAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de las casas de cambio  incluye operaciones de cambio relacionadas c","1.0","Actividades de las casas de cambio  incluye operaciones de cambio relacionadas con el envio o recepcion de giros y remesas en moneda extranjera, compra y venta  de  divisas  tanto  a  los  intermediarios  del  mercado  cambiario  como  las destinadas al proceso de importacion y de exportacion de bienes e inversiones de capital e inversiones de capital en el exterior","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT125","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kidAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de las companias de financiamiento  incluye la captacion de recursos","1.0","Actividades de las companias de financiamiento  incluye la captacion de recursos mediante depositos a termino  con el objeto primordial de realizar operaciones activas de credito para facilitar la comercializacion de bienes y servicios y realizar operaciones de arrendamiento financiero o leasing.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT128","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kieAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de las corporaciones financieras  incluye la captacion de recursos a","1.0","Actividades de las corporaciones financieras  incluye la captacion de recursos a termino  a traves de depositos o de instrumentos de deuda a plazo.","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT129","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kifAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de los profesionales de compra y venta de divisas  incluye la compra","1.0","Actividades de los profesionales de compra y venta de divisas  incluye la compra y  venta  de  manera  profesional  de  divisas  en  efectivo  y  cheques  de  viajero desarrollado exclusivamente por residentes en el pais  en un establecimiento de comercio con jurisdiccion en la zona donde va a prestar el servicio  el cual debe tener una ventanilla para atencion al publico","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ENS466","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmAAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Ensayos  y  analisis  tecnicos   incluye  los  ensayos  de  calificacion  y  fia","4.0","Ensayos  y  analisis  tecnicos   incluye  los  ensayos  de  calificacion  y  fiabilidad  ensayos de rendimiento de maquinaria completa: motores  automoviles  equipo electronico etcetera  analisis de defectos  ensayos y mediciones de indicadores ambientales: contaminacion del aire  agua  ruido  entre otros","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ACT130","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kigAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de mensajeria  incluye las actividades de recepcion  clasificacion","4.0","Actividades de mensajeria  incluye las actividades de recepcion  clasificacion  transporte y entrega de correo regular y paquetes y bultos por firmas que no operan bajo la obligacion  del servicio universal  asi  como las  actividades de tramites y similares y servicios de entrega a domicilio","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ACT131","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","COP","a8d220000000kihAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:02.000Z","","","Actividades de operadores turisticos  incluye  la  organizacion  de paquetes de","1.0","Actividades de operadores turisticos  incluye  la  organizacion  de paquetes de servicios de viajes para su venta a traves de agencias de viajes o por los propios operadores turisticos Esos viajes organizados pueden incluir uno o varios de los elementos  siguientes:  Transporte   Alojamiento   Comidas   Visitas  a  museos  lugares historicos o culturales y asistencia a espectaculos teatrales  musicales o deportivos","00522000004MjvzAAC","2022-12-12T01:05:02.000Z"
"ELA465","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000km9AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Elaboracion y refinacion de azucar  incluye la elaboracion o refinacion de azuca","4.0","Elaboracion y refinacion de azucar  incluye la elaboracion o refinacion de azucar (sacarosa) a partir de la cana   remolacha azucarera  arce y palma  entre otros","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ENS467","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmBAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Ensayos y analisis tecnicos  incluye la realizacion de ensayos fisicos  quimicos","4.0","Ensayos y analisis tecnicos  incluye la realizacion de ensayos fisicos  quimicos y otros ensayos analiticos de todo tipo de materiales y productos  los ensayos acusticos y de vibraciones   analisis de la composicion y pureza de minerales   en el ambito de la higiene alimentaria  incluidas actividades de ensayo y control veterinario en relacion con la produccion de alimentos  ensayos radiograficos de soldaduras  y juntas  para determinar las propiedades fisicas y el rendimiento de productos y materiales  certificacion de productos  como bienes de consumo  vehiculos   automotores    aeronaves    contenedores   presurizados    centrales nucleares y actividades de laboratorios policiales  etcetera","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ENS468","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmCAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Ensayos y analisis tecnicos  incluye las actividades inspecciones periodicas de","4.0","Ensayos y analisis tecnicos  incluye las actividades inspecciones periodicas de seguridad  en  carretera  de  vehiculos  automotores   ensayos  basados  en  la utilizacion de maquetas o modelos (de aeronaves  de embarcaciones  etcetera)","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ENS469","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmDAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Ensenanza cultural  incluye actividades de formacion artistica  teatral y musica","1.0","Ensenanza cultural  incluye actividades de formacion artistica  teatral y musical Las  clases  de  piano  y  otras  actividades  de  formacion  musical   artistica   las escuelas  y  academias  de  baile   teatro   bellas  artes   artes  interpretativas  y fotografia (excepto las comerciales)","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
"ENS470","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","COP","a8d220000000kmEAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:04.000Z","","","Ensenanza deportiva y recreativa  esta clase comprende el adiestramiento en acti","2.0","Ensenanza deportiva y recreativa  esta clase comprende el adiestramiento en actividades  deportivas  impartido  a  grupos  o  a  personas  Abarca  tambien  las actividades de campamentos de instruccion deportiva  se pernocte en ellos o no No comprende las actividades academicas de escuelas  colegios y universidades Se trata de ensenanza estructurada que puede impartirse en diversos entornos Esta clase incluye:  el adiestramiento deportivo (futbol  baloncesto  tenis  beisbol  etc), el adiestramiento en campamentos deportivos, las clases para animadores deportivos, las clases de gimnasia: Las clases de equitacion en academias o escuelas, las clases de natacion, Las actividades de instructores  profesores y entrenadores deportivos, Las clases de artes marciales, las clases de juegos de cartas, las clases de yoga","00522000004MjvzAAC","2022-12-12T01:05:04.000Z"
